"Company Name",Address,City,State,Zip,"Address Latitude","Address Longitude","Utility Owner","Utility Operator","Utility Type","Annual Generation","Min Generation Date","Max Generation Date","Power Plants","FERC Seller Min Date","FERC Seller Max Date","FERC Seller Total Transactions","FERC Seller Total Transaction Charges","FERC Buyer Min Date","FERC Buyer Max Date","FERC Buyer Total Transactions","FERC Buyer Total Transaction Charges","FERC Summary Quarter","FERC Seller Quarterly Transactions","FERC Seller Quarterly Transaction Charges","FERC Buyer Quarterly Transactions","FERC Buyer Quarterly Transaction Charges"
"BWC Pocasset River, LLC","1521 Concord Pike #301",Wilmington,DE,19803,39.77903600,-75.54425000,Y,Y,"Independent Power Producer",2435.045000,2018-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"BWC Wareham River, LLC","1521 Concord Pike #301",Wilmington,DE,19803,39.77903600,-75.54425000,Y,Y,"Independent Power Producer",1837.725000,2018-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Cartier Energy, LLC","1209 Orange Street",Wilmington,DE,19801,39.74850600,-75.54768400,Y,Y,Commercial,290626.459000,2022-01-01,2024-10-01,6,,,,,,,,,2024_q2,,,,
"CI III VK I TE Partnership LLC","200 Bellevue Parkway, Suite 21",Wilmington,DE,19809,39.77937700,-75.49382700,Y,N,"Independent Power Producer",146867.000000,2019-10-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Concho Bluff LLC","200 Bellevue Parkway, Suite 21",Wilmington,DE,19809,39.77937700,-75.49382700,Y,N,"Independent Power Producer",177384.000000,2021-02-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Dow Chemical Co","1007 Market Street",Wilmington,DE,19898,39.74628500,-75.54813300,Y,Y,"|Independent Power Producer|Industrial",15902128.370000,2001-01-01,2024-10-01,9,2014-04-01,2024-09-30,2316354,980643263.91,2013-07-01,2019-07-01,159,78913234.87,2024_q2,1273,323890.52,,
"Galt Power, Inc.","1528 Walnut Street, 21st Floor",Wilmington,DE,19801,39.74860300,-75.54210700,N,N,,0.000000,,,0,2013-07-01,2024-10-01,15189862,612614197.24,2013-07-01,2024-10-01,5259429,360772836.76,2024_q2,984978,25463143.42,215332,8333984.46
"Gloversville Community Solar LLC","1209 Orange St.",Wilmington,DE,19801,39.74850600,-75.54768400,Y,N,"Independent Power Producer",7716.835000,2021-05-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Hayhurst New Mexico Solar","1209 Orange St",Wilmington,DE,19801,39.74850600,-75.54768400,Y,Y,"Independent Power Producer",6046.000000,2023-11-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"In Commodities US LLC","251 Little Falls Drive",Wilmington,DE,19808,39.76117600,-75.62302600,N,N,,0.000000,,,0,2021-10-04,2024-09-30,381666,129801959.43,,,,,2024_q2,39321,8832808.53,,
"JPMorgan Chase Bank","880 Powder Mill Road",Wilmington,DE,19803,39.78415200,-75.54818700,Y,N,Commercial,2783.821000,2014-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Shannon Wind LLC","251 Little Falls Drive",Wilmington,DE,19808,39.76117600,-75.62302600,Y,Y,"Independent Power Producer",534393.000000,2015-12-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Sol Orchard Imperial 1, LLC","251 Little Falls Drive",Wilmington,DE,19808,39.76117600,-75.62302600,Y,N,"Independent Power Producer",48024.789000,2013-10-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"South Atlantic Services Inc","3527 Hwy 421 N",Wilmington,NC,28402,34.29160943,-77.97072922,Y,Y,Industrial,2693.743000,2016-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Smithfield Packaged Meats Corp.","2401 Wilco Blvd.",Wilson,NC,27893,35.69539900,-77.91969900,Y,N,Industrial,2790.302000,2003-01-01,2023-12-01,2,,,,,,,,,2024_q2,,,,
"Sage Draw Wind, LLC","789 FM 212",Wilson,TX,79381,33.30353597,-101.60144144,Y,N,"Independent Power Producer",1233377.500000,2020-04-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Illinois Rural Electric Coop","2 South Main Street",Winchester,IL,62694,39.62943300,-90.45616800,Y,N,Cooperative,1954.598000,2006-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"East Kentucky Power Coop, Inc","P O Box 707",Winchester,KY,40392,37.99604000,-84.17628900,Y,Y,Cooperative,9359124.927000,2001-01-01,2024-10-01,13,2013-07-01,2024-10-01,5598698,3615674297.65,2013-07-01,2024-09-30,8896,137834418.35,2024_q2,237745,95377059.17,1915,13977496.00
"Frederick County Virginia","107 N Kent Street",Winchester,VA,22601,39.18424400,-78.16280000,Y,N,"Independent Power Producer",10074.832000,2011-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"HP Hood LLC","160 Hood Way",Winchester,VA,22602,39.12770700,-78.18817200,Y,N,Industrial,110846.000000,2015-06-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Algonquin Windsor Locks LLC","26 Canal Bank","Windsor Locks",CT,6096,41.92844000,-72.62648800,Y,N,"Independent Power Producer",139195.000000,2001-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Altavista Solar, LLC","26 Canal Bank Road","Windsor Locks",CT,6096,41.92844000,-72.62648800,Y,N,"Independent Power Producer",179999.000000,2021-01-01,2024-10-01,1,2020-10-23,2024-10-01,233627,29675637.55,,,,,2024_q2,16524,1706266.41,,
"Ameresco Select Inc","3 Schoephoester Rd","Windsor Locks",CT,6096,41.92443900,-72.67577900,N,Y,"State-Owned Utility",13829.065000,2012-01-01,2023-12-01,2,,,,,,,,,2024_q2,,,,
"Shady Oaks Wind 2, LLC","Canal Bank Road, PO Box 289","Windsor Locks",CT,6096,41.92622800,-72.62787600,Y,Y,"Independent Power Producer",350642.000000,2023-10-01,2024-10-01,1,2023-10-01,2024-10-01,103328,4498004.74,,,,,2024_q2,26049,726934.21,,
"Mendocino Forest Products","1360 19th Hole Drive Suite 200",Windsor,CA,95492,38.52734300,-122.80455300,Y,N,Commercial,131455.000000,2012-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"City of Winfield - (KS)","200 E 9th Avenue",Winfield,KS,67156,37.24046200,-96.99570900,Y,N,"Municipally-Owned Utility",4907.038000,2001-01-01,2023-12-01,3,,,,,,,,,2024_q2,,,,
"NGP Blue Mountain I LLC","15250 Blue Mountain Road",Winnemucca,NV,89445,40.96726900,-117.79964500,N,Y,"Independent Power Producer",215877.745000,2009-11-01,2023-12-01,1,2013-07-01,2024-09-30,45,211254881.30,,,,,2024_q2,1,3811500.63,,
"Village of Winnetka - (IL)","510 Greenbay Road",Winnetka,IL,60093,42.10525900,-87.73401200,Y,N,"Municipally-Owned Utility",3869.489000,2002-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Cross Pollination Inc","69 Union Street",Winooski,VT,5404,44.49394100,-73.18912200,Y,N,"Independent Power Producer",2587.719000,2013-09-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Ingredion Inc - Illinois","4501 Overdale Road",Winston-Salem,NC,27107,36.03377000,-80.22729600,Y,N,Industrial,295828.764000,2001-01-01,2023-12-01,3,,,,,,,,,2024_q2,,,,
"Prescott Wind Energy LLC","1863 Earlham Rd",Winterset,IA,50273,41.37988700,-94.12709700,Y,Y,"Independent Power Producer",25027.000000,2024-09-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Putah Creek Solar Farms LLC","PO Box 605",Winters,CA,95694,38.52382000,-121.97024300,Y,N,"Independent Power Producer",5224.000000,2022-10-01,2022-12-01,1,,,,,,,,,2024_q2,,,,
"Massachusetts Wtr Rauth-Deer I","190 Tafts Avenue",Winthrop,MA,2152,42.35665600,-70.96921900,Y,N,"Political Subdivision",39800.480000,2001-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Consolidated Water Power Co","610 High Street","Wisconsin Rapids",WI,54495,44.39838100,-89.83072900,Y,N,"Investor-Owned Utility",157946.681000,2001-01-01,2023-12-01,5,,,,,2013-07-01,2024-10-01,95736,409428420.02,2024_q2,,,1664,3322940.31
"LES Operations Services LLC","29261 Wall Street",Wixom,MI,48393,42.50616600,-83.53105100,Y,N,"State-Owned Utility",24065.042000,2012-07-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Hess NEC, LLC","1 Hess Plaza",Woodbridge,NJ,7095,40.54639310,-74.29191996,Y,Y,"Independent Power Producer",4819999.000000,2015-09-01,2022-12-01,0,,,,,,,,,2024_q2,,,,
"Wilzig Associates, LLC","90 Woodbridge Center Dr., Suit",Woodbridge,NJ,7095,40.55178700,-74.29978200,Y,N,Commercial,1436.119000,2015-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Perpetual Energy Systems","21600 Oxnard St","Woodland Hills",CA,91367,34.17844300,-118.59996500,Y,N,"Independent Power Producer",2801.087000,2013-01-01,2023-12-01,2,,,,,,,,,2024_q2,,,,
"Yolo County Community Services Department","44090 County Road 28H",Woodland,CA,95776,38.59114400,-121.69134200,Y,Y,"Political Subdivision",19497.471000,2017-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Yolo County of","625 Court Street Room 202",Woodland,CA,95695,38.67910800,-121.77214000,Y,N,"Municipally-Owned Utility",4137.515000,2010-12-01,2024-10-01,3,,,,,,,,,2024_q2,,,,
"Roseburg LFG Energy LLC","1363 Down River Drive",Woodland,WA,98674,45.91058400,-122.75350000,Y,N,"Independent Power Producer",6168.060000,2011-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Wells Manufacturing Co","1800 West Lake Shore Drive",Woodstock,IL,60098,42.28904300,-88.41297400,Y,N,Industrial,9427.600000,2001-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Fey Windfarm LLC","58 111th Street",Woodstock,MN,56186,44.01507000,-96.04924400,Y,N,"Independent Power Producer",5650.912000,2004-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"K-brink Windfarm, LLC","1731 121st St",Woodstock,MN,56186,44.02278811,-96.11859578,Y,N,"Independent Power Producer",3520.445000,2017-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Kas Brothers Windfarm LLC","870 190th Ave",Woodstock,MN,56186,43.97544800,-96.08908700,Y,N,"Independent Power Producer",3118.226000,2001-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"City of Worcester DPW","20 East Worcester St",Worcester,MA,1604,42.26319200,-71.78834000,Y,N,"Municipally-Owned Utility",9147.079000,2017-05-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Clark University","950 Main Street",Worcester,MA,1610,42.25006400,-71.82323000,Y,N,"Independent Power Producer",9325.750000,2001-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Norton Powerhouse 2","1 New Bond Street",Worcester,MA,1615,42.30528000,-71.80329400,Y,Y,Industrial,32955.020000,2022-11-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"University of Massachusetts Medical","55 Lake Avenue North",Worcester,MA,1655,42.27720500,-71.76187200,N,N,"State-Owned Utility",74109.936000,2001-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"City of Worthington - (MN)","318 Ninth Street",Worthington,MN,56187,43.61949700,-95.59772400,N,N,"Municipally-Owned Utility",10748.493000,2005-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"City of Wrangell - (AK)","1043 Case Ave",Wrangell,AK,99929,56.46181223,-132.37896422,Y,N,"Municipally-Owned Utility",939.622000,2001-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"REV LNG SSL BC, LLC","492 Dolan Road",Wyalusing,PA,18853,41.81459300,-76.28773000,Y,Y,Industrial,16913.144000,2022-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"American Powernet Management, LP","45 Commerce Drive",Wyomissing,PA,19610,40.34761600,-75.98987800,N,N,,0.000000,,,0,2013-07-01,2024-10-01,13417578,350726834.87,2013-07-01,2024-09-30,58868,305186430.85,2024_q2,525787,9314459.99,4655,8554457.16
"APN Starfirst, LP","45 Commerce Drive",Wyomissing,PA,19610,40.34761600,-75.98987800,N,N,,0.000000,,,0,2013-07-01,2024-10-01,4151800,10685156.45,2013-07-01,2017-02-28,22177,37196757.13,2024_q2,160620,113427.87,,
"UGI Energy Services, LLC","835 Knitting Mills Way",Wyomissing,PA,19610,40.33838802,-75.95502701,Y,N,"Independent Power Producer|Industrial",11077.000000,2016-01-01,2024-10-01,2,2013-07-01,2024-10-01,5860031,17336493.19,2013-10-01,2022-12-18,110,3245187.36,2024_q2,180031,208816.90,,
"Click Energy LLC","415 Norway St",York,PA,17403,39.96310200,-76.70797200,N,N,,0.000000,,,0,2020-11-14,2024-10-01,118562,43444.03,,,,,2024_q2,13992,855.23,,
"Shipley Choice, LLC","415 Norway St",York,PA,17403,39.96310200,-76.70797200,N,N,,0.000000,,,0,2013-07-01,2024-10-01,3154428,77365880.70,2014-02-01,2024-09-30,50404,92576635.50,2024_q2,139560,1878448.21,1041,3049310.64
"York County Solid W & R Auth","2700 Blackbridge Road",York,PA,17406,40.00531100,-76.71635400,Y,N,"Political Subdivision",268994.000000,2001-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"East. Michigan Univ. Heating Plant","712 Oakwood",Ypsilanti,MI,48197,42.25006547,-83.62929885,Y,Y,Commercial,39320.376000,2014-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Siskiyou Power Authority","190 Greenhorn Road",Yreka,CA,96097,41.71158800,-122.64356800,Y,N,"Municipally-Owned Utility",17772.699000,2012-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Greenleaf Energy LLC","5087 S Township Road","Yuba City",CA,95993,39.05242500,-121.69237800,Y,N,"Independent Power Producer",35001.000000,2012-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Yuma Cogeneration Associates","280 N 27th Dr",Yuma,AZ,85364,32.72805000,-114.65380900,N,N,,0.000000,,,0,2016-01-01,2024-09-30,8459,94742384.87,,,,,2024_q2,3,2019177.02,,
"Zeeland Farm Services","2525 84th Avenue",Zeeland,MI,49464,42.81479700,-85.99039800,Y,N,Industrial,14049.052000,2013-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Flat Ridge 3 Wind Energy, LLC","13127 SW 140th Ave",Zenda,KS,67159,37.48032800,-98.37344500,Y,N,"Independent Power Producer",583727.000000,2021-12-01,2024-10-01,1,2021-07-26,2024-10-01,105828,21663477.60,,,,,2024_q2,34048,1435420.96,,
"Grizzly Mountain Ranch","808 Zenia Bluff Road",Zenia,CA,95595,40.20251502,-123.51107902,N,N,"Independent Power Producer",3027.267000,2001-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Zion Energy LLC","5701 Ninth St",Zion,IL,60099,42.47836900,-87.89500300,N,Y,"Independent Power Producer",335113.053000,2002-06-01,2023-12-01,1,2013-07-01,2024-10-01,197,273628983.42,,,,,2024_q2,1,373032.00,,
"Amadeus Wind LLC",,,,,,,Y,N,"Independent Power Producer",833408.000000,2020-12-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Ameresco Butte County LLC",,,,,,,Y,N,"Independent Power Producer",17239.720000,2014-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Ameresco Forward LLC",,,,,,,Y,N,"Independent Power Producer",34568.279000,2014-02-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"AMERESCO Keller Canyon LLC",,,,,,,Y,N,"Independent Power Producer",30727.277000,2009-07-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Ameresco San Joaquin LLC",,,,,,,Y,N,"Independent Power Producer",41494.803000,2014-04-01,2023-12-01,2,,,,,,,,,2024_q2,,,,
"AMERESCO Santa Cruz Energy LLC",,,,,,,Y,N,"Independent Power Producer",20161.431000,2006-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Ameresco Vasco Road LLC",,,,,,,Y,N,"Independent Power Producer",34180.072000,2014-02-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"AMOR IX LLC",,,,,,,Y,Y,"Independent Power Producer",121217.000000,2019-11-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Ampersand Gilman Hydro LP",,,,,,,N,N,"Independent Power Producer",30604.057000,2001-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Argos Solar LLC",,,,,,,Y,N,"Independent Power Producer",3115.863000,2015-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Augusta Solar LLC",,,,,,,N,N,"Independent Power Producer",4321.207000,2020-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"BHER Power Resources, Inc",,,,,,,Y,N,"Independent Power Producer",101284.000000,2001-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Big Creek Water Works Ltd",,,,,,,Y,N,"Independent Power Producer",10627.000000,2002-12-01,2024-06-01,1,,,,,,,,,2024_q2,,,,
"Bisson Windfarm LLC",,,,,,,N,N,"Independent Power Producer",5258.330000,2017-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Black Hills Ontario LLC",,,,,,,N,N,,436891.000000,2001-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Blue Summit Wind LLC",,,,,,,Y,Y,"Independent Power Producer",525809.914000,2013-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Bodega Avenue Solar LLC",,,,,,,Y,N,"Independent Power Producer",4270.136000,2021-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Boeve Windfarm LLC",,,,,,,Y,N,"Independent Power Producer",5317.384000,2017-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Bridge Energy LLC",,,,,,,Y,Y,Industrial,49688.540000,2017-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Caithness Shepherds Flat LLC",,,,,,,Y,N,"Independent Power Producer",1853220.410000,2012-02-01,2024-10-01,3,,,,,,,,,2024_q2,,,,
"California PV Energy LLC",,,,,,,Y,N,"Independent Power Producer",9080.095000,2013-12-01,2023-12-01,4,,,,,,,,,2024_q2,,,,
"Calpine Construction Fin Co LP",,,,,,,N,N,,0.000000,2003-01-01,2003-11-01,1,2013-07-01,2024-10-01,155,439298194.09,2020-01-01,2024-10-01,27119,754716489.61,2024_q2,4,16224972.33,2138,57712526.03
"CalWind Resources Inc",,,,,,,Y,Y,"Independent Power Producer",58078.588000,2001-01-01,2023-12-01,2,,,,,,,,,2024_q2,,,,
"Camden Solar LLC",,,,,,,Y,Y,"Independent Power Producer",46419.101000,2021-11-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Carvers Creek LLC",,,,,,,Y,Y,"Independent Power Producer",22587.000000,2024-08-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Cascade Solar LLC",,,,,,,Y,N,"Independent Power Producer",57746.047000,2014-01-01,2023-12-01,2,,,,,,,,,2024_q2,,,,
"Cavalry Energy Center LLC",,,,,,,N,N,Cooperative,240276.000000,2024-05-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Central Antelope Dry Ranch B LLC",,,,,,,Y,Y,"Independent Power Producer",7567.367000,2019-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"CF Industries Nitrogen LLC",,,,,,,N,N,"Independent Power Producer",158855.000000,2001-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"CG Windfarm LLC",,,,,,,N,N,"Independent Power Producer",2627.714000,2017-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"CII Carbon LLC",,,,,,,Y,N,Industrial,5950.000000,2001-01-01,2024-06-01,1,,,,,,,,,2024_q2,,,,
"City of Denton - (TX)",,,,,,,Y,Y,"Municipally-Owned Utility",243483.000000,2001-04-01,2024-10-01,3,,,,,,,,,2024_q2,,,,
"City of Fulton - (MO)",,,,,,,N,Y,"Municipally-Owned Utility",314.158000,2001-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Coleto Creek Power LP",,,,,,,Y,N,"Investor-Owned Utility",3078288.006000,2001-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Columbia Solar Energy LLC",,,,,,,Y,N,"Independent Power Producer",20707.534000,2015-10-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Connecticut Light & Power Co",,,,,,,N,N,,0.000000,2001-01-01,2002-12-01,2,2013-07-01,2024-10-01,11746123,2744103522.09,2013-07-01,2024-10-01,106266,12736153263.10,2024_q2,562573,74372599.00,700,353429270.64
"Copper Mountain Solar 2, LLC",,,,,,,Y,Y,"Independent Power Producer",0.000000,2012-07-01,2017-12-01,0,2013-07-01,2024-10-01,1327541,535888347.80,,,,,2024_q2,37709,13182042.02,,
"Corazon Energy LLC",,,,,,,N,N,"Independent Power Producer",293293.000000,2021-06-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Covanta Babylon Inc",,,,,,,Y,Y,Commercial,133267.000000,2001-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Covanta Bristol Inc",,,,,,,Y,N,"Independent Power Producer",118799.000000,2001-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Covanta Stanislaus Inc",,,,,,,Y,N,"Independent Power Producer",89327.000000,2001-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"DG California Solar LLC",,,,,,,Y,Y,"Independent Power Producer",2715.012000,2019-09-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Difwind Farms Ltd IV",,,,,,,N,N,,0.000000,2001-01-01,2002-12-01,1,2016-04-01,2024-10-01,1120636,9920977.36,,,,,2024_q2,34838,266166.80,,
"DTE Calvert City LLC",,,,,,,Y,N,Industrial,231440.720000,2008-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Ecos Energy LLC",,,,,,,Y,N,"Independent Power Producer",84232.808000,2012-12-01,2023-12-01,38,,,,,,,,,2024_q2,,,,
"Edom Hills Project 1 LLC",,,,,,,Y,N,"Independent Power Producer",11160.291000,2022-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"EIF Channelview Cogeneration LLC",,,,,,,N,Y,"Independent Power Producer",6063749.000000,2001-07-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"ENEL Salt Wells LLC",,,,,,,Y,N,"Independent Power Producer",82025.436000,2009-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Energix Mt. Jackson, LLC",,,,,,,Y,Y,"Independent Power Producer",34153.736000,2021-06-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Evergreen BioPower LLC",,,,,,,Y,N,"Independent Power Producer",42234.000000,2007-09-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Evergy Kansas South, Inc",,,,,,,Y,N,"Investor-Owned Utility",404067.000000,2001-01-01,2024-10-01,3,,,,,,,,,2024_q2,,,,
"Finley BioEnergy LLC",,,,,,,Y,N,"Independent Power Producer",35550.245000,2013-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Fisher Road Solar I LLC",,,,,,,Y,N,"Independent Power Producer",8139.784000,2015-05-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Fluvanna Wind Energy LLC",,,,,,,Y,N,"Independent Power Producer",570504.000000,2017-11-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Fort Rock Solar I LLC",,,,,,,Y,Y,"Independent Power Producer",24469.216000,2020-03-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Frontier Solar LLC",,,,,,,N,N,"Independent Power Producer",42065.873000,2016-06-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Gardy's Mill Solar LLC",,,,,,,Y,N,"Independent Power Producer",26282.992000,2021-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Giffen Solar Park LLC",,,,,,,N,N,"Independent Power Producer",23091.380000,2017-06-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"GL Wind LLC",,,,,,,Y,N,"Independent Power Producer",10594.681000,2011-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Gordon Butte Wind LLC",,,,,,,Y,Y,"Independent Power Producer",73259.216000,2012-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"GP Big Island LLC",,,,,,,Y,N,Commercial,58499.000000,2001-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Griffin Road Solar LLC",,,,,,,Y,Y,"Independent Power Producer",3254.568000,2018-03-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Guadalupe Power Partners LP",,,,,,,Y,Y,"|Independent Power Producer",7480781.000000,2001-01-01,2024-10-01,2,,,,,,,,,2024_q2,,,,
"Hampton Lumber Mills - Washington Inc",,,,,,,Y,N,"Independent Power Producer",17567.565000,2011-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Heritage Sustainable Energy, LLC",,,,,,,Y,Y,"Independent Power Producer",124096.114000,2019-01-01,2023-12-01,4,,,,,,,,,2024_q2,,,,
"Howard County - Maryland",,,,,,,N,N,"Municipally-Owned Utility",1600.488000,2012-07-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Hydrodynamics Inc",,,,,,,Y,N,"Independent Power Producer",14434.488000,2001-01-01,2023-12-01,2,,,,,,,,,2024_q2,,,,
"HYPOWER INC",,,,,,,Y,N,"Independent Power Producer",42681.785000,2001-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Industrial Energy Applications Inc",,,,,,,Y,N,"Independent Power Producer",616.413000,2001-01-01,2024-10-01,19,,,,,,,,,2024_q2,,,,
"Industrial Power Services Corp",,,,,,,Y,Y,"Independent Power Producer",3207.826000,2014-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Langford Wind Power LLC",,,,,,,N,Y,"Independent Power Producer",632291.154000,2009-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
